AYDINLATMA,MESKEN,SANAYI,TARIMSAL_SULAMA,TICARETHANE,TUKETIM_GENEL_TOPLAM,TUKETIM_PAYI(%),BIYOKUTLE_LISANSSIZ,GUNES_LISANSSIZ,HIDROLIK_LISANSSIZ,RUZGAR_LISANSSIZ,LISANSSIZ_GENEL_TOPLAM,URETIM_LISANSLI,LISANSLI_ORAN,NUFUS,GSYH,ENLEM,BOYLAM,KUZEYDOĞU_SINIR_ENLEM,KUZEYDOĞU_SINIR_BOYLAM,GUNEYBATI_SINIR_ENLEM,GUNEYBATI_SINIR_BOYLAM,ALAN,TARIH,ILLER,BOLGE,YEAR
2666.18,18085.26,14990.03,1149.88,14029.76,50921.11,0.24,0,6462.97,0.04,149.32,6612.33,54062.79,0.2,335331,465465264.6,40.65,35.8333333,40.672834,35.856321,40.636911,35.789091,5628,2021-03-01,AMASYA,KARADENIZ BOLGESI,2021
25128.13,395375.51,490942.33,4715.61,412187.33,1328348.91,6.36,402.44,71700.96,161.97,0,72265.36,441628.35,1.63,5747325,465465264.6,39.92077,32.85411,40.100981,33.024866,39.722821,32.499097,25632,2021-03-01,ANKARA,IC ANADOLU BOLGESI,2021
17409.28,242003.98,120511.12,9438.63,201484.07,590847.06,2.83,0,30268.96,0,0,30268.96,631936.63,2.33,2619832,465465264.6,36.88414,30.70563,36.975178,30.840953,36.785866,30.516095,20177,2021-03-01,ANTALYA,AKDENIZ BOLGESI,2021
635.17,4190.51,156.13,0.39,5714.36,10696.56,0.05,0,606.27,0,0,606.27,37945.3,0.14,94932,465465264.6,41.110481,42.702171,41.121467,42.717129,41.09891,42.686418,4934,2021-03-01,ARDAHAN,DOGU ANADOLU BOLGESI,2021
3101.78,12059.54,12724.14,11.53,11043.36,38940.36,0.19,0,1.27,0,0,1.27,285646.28,1.06,169543,465465264.6,41.1833333,41.8166667,41.207078,41.854799,41.155415,41.777361,7393,2021-03-01,ARTVIN,KARADENIZ BOLGESI,2021
7205.03,94685.54,64370.74,4007.85,63722.63,233991.79,1.12,4002.46,24177.62,0,0,28180.08,629540.94,2.33,1134031,465465264.6,37.8444,27.8458,37.870997,27.885355,37.819573,27.790522,8116,2021-03-01,AYDIN,EGE BOLGESI,2021
7844.94,90739.49,135172.15,8334.03,56818.36,298908.97,1.43,0,18328.41,0,2704.55,21032.96,1440762.42,5.32,1250610,465465264.6,39.648369,27.88261,39.693666,27.95241,39.612411,27.838313,14583,2021-03-01,BALIKESIR,MARMARA BOLGESI,2021
2263.67,11226.76,47668.47,117.14,8843.18,70119.22,0.34,0,26.77,0,0,26.77,11384.93,0.04,201711,465465264.6,41.6344444,32.3375,41.656542,32.37105,41.613513,32.297457,2330,2021-03-01,BARTIN,KARADENIZ BOLGESI,2021
2423.34,26700.8,26658.18,-69.62,21211.19,76923.9,0.37,27.3,3815.76,0,0,3843.06,25598.41,0.09,626319,465465264.6,37.881168,41.13509,37.947274,41.17603,37.85657,41.080591,4477,2021-03-01,BATMAN,GUNEYDOGU ANADOLU BOLGESI,2021
999.78,3487.81,167.94,19.4,3914.39,8589.32,0.04,0,2651.43,0,0,2651.43,3767.4,0.01,85042,465465264.6,40.255169,40.22488,40.272636,40.238261,40.242881,40.208762,3746,2021-03-01,BAYBURT,KARADENIZ BOLGESI,2021
1920.77,10989.81,175595.78,1323.71,10461.13,200291.21,0.96,0,16954.87,0,0,16954.87,23350.51,0.09,228334,465465264.6,40.150131,29.983061,40.197617,30.013592,40.106243,29.956657,4179,2021-03-01,BILECIK,MARMARA BOLGESI,2021
1496,10695.61,1934.15,160.31,11476.01,25762.08,0.12,0,5147.43,0,0,5147.43,315718.91,1.17,283112,465465264.6,38.885349,40.498291,38.897963,40.525929,38.872987,40.477258,8003,2021-03-01,BINGOL,DOGU ANADOLU BOLGESI,2021
2429.29,10973.2,1374.72,366.11,11813.88,26957.2,0.13,0,6003.5,0,0,6003.5,16716.91,0.06,352277,465465264.6,38.4,42.1166667,38.453638,42.148879,38.385312,42.09384,8294,2021-03-01,BITLIS,DOGU ANADOLU BOLGESI,2021
2798.51,17108.78,52111.01,6007.83,21643.24,99669.37,0.48,0,653.6,0,0,653.6,190737.41,0.7,320014,465465264.6,40.739479,31.611561,40.758004,31.658418,40.716802,31.573324,8313,2021-03-01,BOLU,KARADENIZ BOLGESI,2021
2565.21,14132.13,48205.01,1325.23,12301.71,78529.29,0.38,0,14425.11,0,0,14425.11,8413.27,0.03,273716,465465264.6,37.726909,30.288876,37.76375,30.336662,37.691433,30.191757,7175,2021-03-01,BURDUR,AKDENIZ BOLGESI,2021
9161.06,190199.87,694030.93,5563.25,187152.95,1086108.05,5.2,0,9741.79,958.43,493.21,11193.43,1141252.32,4.22,3147818,465465264.6,40.18257,29.06687,40.297194,29.211237,40.162997,28.85963,10813,2021-03-01,BURSA,MARMARA BOLGESI,2021
3646.1,34991.1,189298.3,1870.48,36868.65,266674.63,1.28,0,2726.02,0,2606.08,5332.1,2307913.85,8.53,557276,465465264.6,40.155312,26.41416,40.199462,26.457106,40.088086,26.378026,9817,2021-03-01,CANAKKALE,MARMARA BOLGESI,2021
2055.58,8365.47,30819.13,429.99,7748.86,49419.03,0.24,0,11383.88,0,0,11383.88,2746.71,0.01,196515,465465264.6,40.6,33.6166667,40.655159,33.684853,40.557709,33.596571,7542,2021-03-01,CANKIRI,IC ANADOLU BOLGESI,2021
3825.54,26849.63,21494.56,1052.43,20866.38,74088.54,0.35,0,25572.57,0,0,25572.57,25266.46,0.09,526282,465465264.6,40.5505556,34.9555556,40.609317,35.006438,40.495214,34.887634,12428,2021-03-01,CORUM,KARADENIZ BOLGESI,2021
6817.85,63346.21,178040.23,1967.27,62251.68,312423.24,1.5,0,34756.19,0,0,34756.19,689160.91,2.55,1051056,465465264.6,37.77652,29.08639,37.847366,29.188915,37.716171,28.981373,12134,2021-03-01,DENIZLI,EGE BOLGESI,2021
4815.33,69823.54,55222.97,-10599.54,62025.37,181287.66,0.87,0,17112.24,1.97,0,17114.22,703823.84,2.6,1791373,465465264.6,37.91441,40.230629,37.976174,40.245803,37.879624,40.106159,15101,2021-03-01,DIYARBAKIR,GUNEYDOGU ANADOLU BOLGESI,2021
2886.75,22882,48138.54,745.98,18899.15,93552.43,0.45,0,58.42,0,0,58.42,35105.37,0.13,400976,465465264.6,40.843849,31.15654,40.891762,31.195807,40.824717,31.106662,2492,2021-03-01,DUZCE,KARADENIZ BOLGESI,2021
2725.56,21274.5,41909.13,1680.4,28643.88,96233.48,0.46,0,1128.46,0,82.22,1210.68,46357.72,0.17,412115,465465264.6,41.6666667,26.5666667,41.697939,26.603093,41.649935,26.514059,6145,2021-03-01,EDIRNE,MARMARA BOLGESI,2021
3582.24,27482.6,22213.36,806.14,45667.93,99752.27,0.48,0,37785.45,0,0,37785.45,791639.42,2.92,588088,465465264.6,38.680969,39.226398,38.713568,39.277314,38.630564,39.133405,9383,2021-03-01,ELAZIG,DOGU ANADOLU BOLGESI,2021
1827.66,10861.4,28775.95,194.55,12359.35,54018.91,0.26,0,9833.38,0,0,9833.38,77983.85,0.29,237351,465465264.6,39.75,39.5,39.769164,39.531743,39.729884,39.460253,11815,2021-03-01,ERZINCAN,DOGU ANADOLU BOLGESI,2021
7103.46,32402.27,4038.36,31.53,34719.4,78295.02,0.37,0,18812.52,9.04,0,18821.56,49934.24,0.18,756893,465465264.6,39.9043189,41.2678853,39.954533,41.303594,39.866715,41.177093,25006,2021-03-01,ERZURUM,DOGU ANADOLU BOLGESI,2021
4817.57,55924.27,159567.78,3403.66,47123.44,270836.72,1.3,5119.49,31828.48,0,0,36947.97,80317.21,0.3,898369,465465264.6,39.784302,30.51922,39.816793,30.66769,39.724752,30.414084,13960,2021-03-01,ESKISEHIR,IC ANADOLU BOLGESI,2021
7791.4,109239.29,510687.53,2691,86739.63,717148.84,3.43,0,32519.83,0,0,32519.83,79545.26,0.29,2130432,465465264.6,37.06622,37.38332,37.113722,37.466958,37.005947,37.303709,6803,2021-03-01,GAZIANTEP,GUNEYDOGU ANADOLU BOLGESI,2021
5888.32,30998.75,6110.41,11.39,20805.45,63814.31,0.31,0,797.33,0,0,797.33,174568.36,0.64,450154,465465264.6,40.912811,38.38953,40.927995,38.450044,40.877876,38.309018,6972,2021-03-01,GIRESUN,KARADENIZ BOLGESI,2021
2061.9,6593.49,20346.24,29.76,5198.36,34229.76,0.16,0,371.6,0,0,371.6,78425.36,0.29,150119,465465264.6,40.4602778,39.4813889,40.471359,39.520641,40.430201,39.446914,6668,2021-03-01,GUMUSHANE,KARADENIZ BOLGESI,2021
1134.41,11125.13,135.4,0.99,13601.83,25997.76,0.12,0,0,0,0,0,8518.94,0.03,278218,465465264.6,37.5833333,43.7333333,37.601656,43.762257,37.551549,43.69809,7095,2021-03-01,HAKKARI,DOGU ANADOLU BOLGESI,2021
9120.67,113612.07,227443.64,3992.63,56920.28,411089.3,1.97,0,4587.84,0,15.57,4603.41,1178125.97,4.35,1670712,465465264.6,36.4018488,36.3498097,37.014921,36.697535,35.812692,35.779375,5524,2021-03-01,HATAY,AKDENIZ BOLGESI,2021
1293.13,7679.43,894.57,12.06,7788.91,17668.1,0.08,0,74.56,0,0,74.56,4507.22,0.02,203159,465465264.6,39.9166667,44.0333333,39.950163,44.092825,39.884109,43.980729,3664,2021-03-01,IGDIR,DOGU ANADOLU BOLGESI,2021
3656.58,23885.61,30957.81,552.73,25216.24,84268.98,0.4,0,27938.85,0,0,27938.85,69880.72,0.26,445678,465465264.6,37.7666667,30.55,37.830719,30.609197,37.73988,30.503673,8946,2021-03-01,ISPARTA,AKDENIZ BOLGESI,2021
55786.71,1194563.14,1122651.36,787.23,1362924.49,3736712.94,17.89,1.2,789.12,0,370.31,1160.64,765741.5,2.83,15840900,465465264.6,41.00527,28.97696,41.320786,29.456456,40.80275,27.971307,5461,2021-03-01,ISTANBUL,MARMARA BOLGESI,2021
21640.43,427580.17,593032.85,15439.66,301771.17,1359464.28,6.51,0.74,56914.35,0,363.38,57278.47,1360362.36,5.03,4425789,465465264.6,38.41885,27.12872,38.506773,27.304415,38.343157,27.017192,11891,2021-03-01,IZMIR,EGE BOLGESI,2021
6485.92,48194.84,230747.45,1584.9,42563.98,329577.09,1.58,0,46217.31,0,0,46217.31,772023.9,2.85,1171298,465465264.6,37.5833333,36.9333333,37.605261,36.997678,37.530309,36.829703,14520,2021-03-01,KAHRAMANMARAS,AKDENIZ BOLGESI,2021
2308.06,13467.5,30102,324.88,10802.38,57004.82,0.27,0,1983.29,0,0,1983.29,60029.04,0.22,249287,465465264.6,41.2,32.6333333,41.238129,32.675518,41.163014,32.592582,4142,2021-03-01,KARABUK,KARADENIZ BOLGESI,2021
1768.87,12186.72,25480.33,835.65,10460.44,50732,0.24,633.86,15521.91,0,0,16155.77,199531.85,0.74,258838,465465264.6,37.17593,33.228748,37.229373,33.334244,37.148257,33.166003,8678,2021-03-01,KARAMAN,IC ANADOLU BOLGESI,2021
1504.64,10163.69,4144.45,19.24,10936.51,26768.53,0.13,0,1157.11,0,0,1157.11,64492.73,0.24,281077,465465264.6,40.59267,43.077831,40.624843,43.1339,40.577484,43.056432,10193,2021-03-01,KARS,DOGU ANADOLU BOLGESI,2021
4232.21,21423.61,51002.19,218.88,17260.31,94137.2,0.45,32.84,1635.38,0,0,1668.22,20129.1,0.07,375592,465465264.6,41.38871,33.78273,41.436059,33.814989,41.350668,33.752901,13064,2021-03-01,KASTAMONU,KARADENIZ BOLGESI,2021
9688.91,75168.08,199798.66,1318,54907.37,340881.02,1.63,0,66870.96,0,0,66870.96,145418.84,0.54,1434357,465465264.6,38.7333333,35.4833333,38.818797,35.627675,38.622002,35.304324,16970,2021-03-01,KAYSERI,IC ANADOLU BOLGESI,2021
999.6,9833.38,21369.7,210.57,15819.98,48233.23,0.23,510.51,4658.68,0,0,5169.19,0,0,145826,465465264.6,36.718399,37.12122,36.747819,37.159541,36.702673,37.085183,1412,2021-03-01,KILIS,GUNEYDOGU ANADOLU BOLGESI,2021
2185.88,14655.02,22683.13,240.53,12813.7,52578.26,0.25,0,10434.82,0,0,10434.82,823760.82,3.04,275968,465465264.6,39.846821,33.515251,39.872843,33.597968,39.813802,33.468289,4791,2021-03-01,KIRIKKALE,IC ANADOLU BOLGESI,2021
2635.63,17211.01,138524.04,172.18,48962.89,207505.75,0.99,0,147.41,0,0,147.41,865516.24,3.2,366363,465465264.6,41.7333333,27.2166667,41.760054,27.24222,41.710615,27.182843,6459,2021-03-01,KIRKLARELI,MARMARA BOLGESI,2021
2091.32,11821.87,8321.06,997.17,10760.04,33991.46,0.16,127.77,10862.76,0,0,10990.53,46916.37,0.17,242944,465465264.6,39.15,34.1666667,39.203939,34.217743,39.081293,34.125532,6584,2021-03-01,KIRSEHIR,IC ANADOLU BOLGESI,2021
8825.38,123290.48,715445.95,1426.69,129357.21,978345.71,4.69,701.03,1336.12,1475.48,0,3512.63,516215.72,1.91,2033441,465465264.6,40.8532704,29.8815203,41.20976,30.359684,40.532782,29.333462,3397,2021-03-01,KOCAELI,MARMARA BOLGESI,2021
14508.79,118109.81,225073.01,10293.34,99308.29,467293.24,2.24,0,115718.17,0,41.89,115760.06,147658.31,0.55,2277017,465465264.6,37.8666667,32.4833333,38.05063,32.680116,37.719031,32.338737,40838,2021-03-01,KONYA,IC ANADOLU BOLGESI,2021
4308.05,27946.99,99169.7,404.35,23795.35,155624.43,0.75,852.48,24448.39,0,0,25300.87,412526.06,1.52,578640,465465264.6,39.4166667,29.9833333,39.442718,30.066503,39.379473,29.919199,11634,2021-03-01,KUTAHYA,EGE BOLGESI,2021
5389.3,36952.27,63568.81,1033.66,36786.07,143730.11,0.69,1204.28,22758.62,0,0,23962.9,23144.29,0.09,808692,465465264.6,38.35519,38.30946,38.397559,38.453244,38.305123,38.232622,12259,2021-03-01,MALATYA,DOGU ANADOLU BOLGESI,2021
8033.71,91536.25,168748.91,9302.37,78919.84,356541.08,1.71,0.04,42494.09,0,0,42494.13,1099788.08,4.06,1456626,465465264.6,38.619099,27.428921,38.642289,27.487976,38.602376,27.326086,13339,2021-03-01,MANISA,EGE BOLGESI,2021
3593.28,38916.3,29350.06,121812.65,29901.47,223573.76,1.07,0,4415.5,0,0,4415.5,242838.51,0.9,862757,465465264.6,37.3122361,40.735112,37.330554,40.764486,37.305109,40.716971,8780,2021-03-01,MARDIN,GUNEYDOGU ANADOLU BOLGESI,2021
10331.58,126673.9,156940.26,6461.28,88307.26,388714.28,1.86,5413.1,31560.19,0,0,36973.3,326473.45,1.21,1891145,465465264.6,36.8,34.6333333,36.878272,34.716702,36.699503,34.457655,16010,2021-03-01,MERSIN,AKDENIZ BOLGESI,2021
6249.38,124295.93,48740.03,5547.24,97691.14,282523.72,1.35,0,21946.47,0,0,21946.47,1031960.57,3.81,1021141,465465264.6,37.2152778,28.3636111,37.22581,28.414498,37.194651,28.341279,12654,2021-03-01,MUGLA,EGE BOLGESI,2021
2224.07,13710.03,8160.63,84.42,10668.72,34847.86,0.17,0,1308.91,0,0,1308.91,146322.27,0.54,405228,465465264.6,38.7432926,41.5064823,38.783503,41.540625,38.718224,41.472306,8718,2021-03-01,MUS,DOGU ANADOLU BOLGESI,2021
3216.22,17171.76,12717.56,1351.68,18102.01,52559.22,0.25,233.02,26046.72,0,0,26279.75,16659.16,0.06,308003,465465264.6,38.62442,34.723969,38.684107,34.764759,38.589047,34.669752,5485,2021-03-01,NEVSEHIR,IC ANADOLU BOLGESI,2021
3206.22,16058.33,58322.51,1337.56,13638.48,92563.11,0.44,0,23794.46,0,0,23794.46,7535.88,0.03,363725,465465264.6,37.9666667,34.6833333,37.979913,34.691585,37.956992,34.661906,7234,2021-03-01,NIGDE,IC ANADOLU BOLGESI,2021
7490.8,46386.96,34675.84,27.81,28357.92,116939.32,0.56,82.57,74.66,0,0,157.23,107361.72,0.4,760872,465465264.6,40.9833333,37.8833333,41.02034,37.978976,40.931631,37.825992,5914,2021-03-01,ORDU,KARADENIZ BOLGESI,2021
2694.78,27833.79,328510.89,205.29,18645.55,377890.3,1.81,0,15156.33,0,0,15156.33,317888.27,1.17,553012,465465264.6,37.06805,36.261589,37.104061,36.287941,37.04694,36.208034,3320,2021-03-01,OSMANIYE,AKDENIZ BOLGESI,2021
3973.41,26665.12,10456.63,0.22,17390.71,58486.09,0.28,0,2.4,786.53,0,788.93,61090.99,0.23,345662,465465264.6,41.02005,40.523449,41.046492,40.586802,41.010782,40.478578,3835,2021-03-01,RIZE,KARADENIZ BOLGESI,2021
6510.19,67954.7,223406.15,4154.47,61654.54,363680.05,1.74,0,273.29,0,0,273.29,74506.27,0.28,1060876,465465264.6,40.7568793,30.378138,40.825518,30.439832,40.686199,30.322138,4824,2021-03-01,SAKARYA,MARMARA BOLGESI,2021
9911.55,85024.33,147076.17,641.67,57913.94,300567.66,1.44,0,4635.34,38.66,300,4974,750171.56,2.77,1371274,465465264.6,41.292782,36.33128,41.344134,36.381205,41.235002,36.249519,9725,2021-03-01,SAMSUN,KARADENIZ BOLGESI,2021
5885.12,93668.38,52390.1,244173.89,76541.35,472658.83,2.26,0,80256.44,0,0,80256.44,304663.27,1.13,2143020,465465264.6,37.15,38.8,37.189639,38.840876,37.098274,38.767868,19242,2021-03-01,SANLIURFA,GUNEYDOGU ANADOLU BOLGESI,2021
1880.17,11258.07,14943.33,23.4,9570.57,37675.54,0.18,0,1664.47,0,0,1664.47,165833.98,0.61,331980,465465264.6,37.94429,41.93288,37.95594,41.963658,37.909671,41.872547,5717,2021-03-01,SIIRT,GUNEYDOGU ANADOLU BOLGESI,2021
2308.48,13637.01,7543.6,61.65,8639.7,32190.43,0.15,0,11.27,0,0,11.27,46351.98,0.17,218408,465465264.6,42.0264222,35.1550745,42.032135,35.194947,42.012675,35.115957,5717,2021-03-01,SINOP,KARADENIZ BOLGESI,2021
1606.3,16075.55,3782.19,26.92,26597.9,48088.87,0.23,0,4451.06,0,0,4451.06,227806.35,0.84,546589,465465264.6,37.5163889,42.4611111,37.533572,42.471127,37.500093,42.444631,7078,2021-03-01,SIRNAK,DOGU ANADOLU BOLGESI,2021
5941.87,28859.15,48762.83,504.11,27925.36,111993.32,0.54,0,15529.25,0,0,15529.25,312256.52,1.15,636121,465465264.6,39.747662,37.017879,39.783669,37.061673,39.699024,36.919858,28164,2021-03-01,SIVAS,IC ANADOLU BOLGESI,2021
8847.88,22576.91,516182.95,767.36,88825.23,637200.34,3.05,0,593.24,0,258.66,851.9,383545.3,1.42,1113400,465465264.6,40.9833333,27.5166667,40.996723,27.600252,40.937704,27.468993,6190,2021-03-01,TEKIRDAG,MARMARA BOLGESI,2021
4948.39,27606.02,16233.49,219.35,20120.86,69128.1,0.33,758.96,3586.92,0,405.76,4751.64,77926.81,0.29,602567,465465264.6,40.3166667,36.55,40.358932,36.593219,40.267868,36.469662,10042,2021-03-01,TOKAT,KARADENIZ BOLGESI,2021
9029.27,62200.64,18653.38,71.4,42480.33,132435.01,0.63,0,145.46,0,0,145.46,95697.77,0.35,816684,465465264.6,41,39.7333333,41.01237,39.82051,40.955736,39.652407,4628,2021-03-01,TRABZON,KARADENIZ BOLGESI,2021
953.63,3931.06,729.68,22.8,5218.32,10855.47,0.05,0,263.16,0,0,263.16,27494.92,0.1,83645,465465264.6,39.1079868,39.5401672,39.113477,39.55185,39.094534,39.530015,7582,2021-03-01,TUNCELI,DOGU ANADOLU BOLGESI,2021
2942.17,19179.25,127928.25,1837.14,16967.17,168853.98,0.81,0,18540.38,0,0,18540.38,17460.7,0.06,373183,465465264.6,38.682301,29.40819,38.71588,29.469838,38.630679,29.355936,5555,2021-03-01,USAK,EGE BOLGESI,2021
6080.06,44498.14,9871.79,-417.15,30271.45,90304.29,0.43,0,6735.39,0,0,6735.39,19755.72,0.07,1141015,465465264.6,38.4941667,43.38,38.580314,43.455356,38.42188,43.269524,20921,2021-03-01,VAN,DOGU ANADOLU BOLGESI,2021
1509.22,19409.36,29791.02,569.98,17352.85,68632.43,0.33,733.23,19.96,0,0,753.19,87902.92,0.32,291001,465465264.6,40.65,29.2666667,40.66806,29.316536,40.634138,29.210233,798,2021-03-01,YALOVA,MARMARA BOLGESI,2021
4099.41,17820.24,16834.78,839.68,17677.55,57271.67,0.27,0,13286.31,0,0,13286.31,636.45,0,418500,465465264.6,39.82,34.8044444,39.838423,34.858236,39.798968,34.771094,13690,2021-03-01,YOZGAT,IC ANADOLU BOLGESI,2021
6427.47,32300.94,43759.14,339.01,23670.27,106496.83,0.51,0,0,0,0,0,1291086.57,4.77,589684,465465264.6,41.456409,31.798731,41.480784,31.874425,41.425296,31.757052,3342,2021-03-01,ZONGULDAK,KARADENIZ BOLGESI,2021
10276.67,150006.51,325961.6,7999.85,101083.51,595328.15,2.91,15.25,20591.19,0,0,20606.44,1304472.75,4.92,2263373,531474790.1,37,35.3213333,37.072004,35.461995,36.935523,35.174706,13844,2021-04-01,ADANA,AKDENIZ BOLGESI,2021
2490.02,24771.87,55037.78,2911.67,17592.22,102803.56,0.5,0,19626.43,0,0,19626.43,60636.33,0.23,632148,531474790.1,37.7641667,38.2761667,37.825667,38.335465,37.717086,38.188188,7337,2021-04-01,ADIYAMAN,GUNEYDOGU ANADOLU BOLGESI,2021
5290.26,36629.71,70333.36,8505.77,33135.75,153894.85,0.75,0,36872.93,0,0,36872.93,127672.54,0.48,744179,531474790.1,38.76376,30.54034,38.802105,30.611167,38.714289,30.44232,14016,2021-04-01,AFYONKARAHISAR,EGE BOLGESI,2021
2889.47,16948.76,8720.69,3.68,10957.63,39520.22,0.19,0,2816.07,0,0,2816.07,43.5,0,524644,531474790.1,39.7216667,43.0566667,39.748605,43.085241,39.688144,43.001778,11099,2021-04-01,AGRI,DOGU ANADOLU BOLGESI,2021
2595.12,21150.31,26706.61,8146.49,15376.25,73974.77,0.36,0,14093.77,0,0,14093.77,4671.79,0.02,429069,531474790.1,38.36869,34.03698,38.446724,34.088698,38.297012,33.932515,7659,2021-04-01,AKSARAY,IC ANADOLU BOLGESI,2021
2265.29,19095.36,13481.59,2248.08,12089.3,49179.62,0.24,0,4757.73,0.13,182.33,4940.18,70452.54,0.27,335331,531474790.1,40.65,35.8333333,40.672834,35.856321,40.636911,35.789091,5628,2021-04-01,AMASYA,KARADENIZ BOLGESI,2021
25608.42,407672.29,460642.01,10523.6,351724.76,1256171.08,6.14,341.91,51062.63,0,0,51404.55,464203.84,1.75,5747325,531474790.1,39.92077,32.85411,40.100981,33.024866,39.722821,32.499097,25632,2021-04-01,ANKARA,IC ANADOLU BOLGESI,2021
15281.44,222316.02,118206.78,10399.74,201783.26,567987.22,2.78,0,25216.88,0,0,25216.88,553087.27,2.09,2619832,531474790.1,36.88414,30.70563,36.975178,30.840953,36.785866,30.516095,20177,2021-04-01,ANTALYA,AKDENIZ BOLGESI,2021
705.26,4205,152.5,0.36,5027.92,10091.04,0.05,0,469.61,0,0,469.61,18667.5,0.07,94932,531474790.1,41.110481,42.702171,41.121467,42.717129,41.09891,42.686418,4934,2021-04-01,ARDAHAN,DOGU ANADOLU BOLGESI,2021
2785.05,11638.27,11867.63,13.02,8574,34877.99,0.17,0,0.51,0,0,0.51,302577.57,1.14,169543,531474790.1,41.1833333,41.8166667,41.207078,41.854799,41.155415,41.777361,7393,2021-04-01,ARTVIN,KARADENIZ BOLGESI,2021
4494.09,82582.39,55607.77,4469.24,53682.72,200836.21,0.98,3869.76,18348.74,0,0,22218.5,609110.55,2.3,1134031,531474790.1,37.8444,27.8458,37.870997,27.885355,37.819573,27.790522,8116,2021-04-01,AYDIN,EGE BOLGESI,2021
8320.45,96101.43,133846.32,8396.11,55844.77,302509.07,1.48,0,13517.01,0,2986.3,16503.31,1492731.52,5.63,1250610,531474790.1,39.648369,27.88261,39.693666,27.95241,39.612411,27.838313,14583,2021-04-01,BALIKESIR,MARMARA BOLGESI,2021
2215.41,11568.36,51687.75,120.91,7056.04,72648.48,0.36,0,14.07,0,0,14.07,4208.38,0.02,201711,531474790.1,41.6344444,32.3375,41.656542,32.37105,41.613513,32.297457,2330,2021-04-01,BARTIN,KARADENIZ BOLGESI,2021
2274.59,28456.73,24570.04,560.65,20289.69,76151.7,0.37,25.97,3305.66,0,0,3331.63,7158.64,0.03,626319,531474790.1,37.881168,41.13509,37.947274,41.17603,37.85657,41.080591,4477,2021-04-01,BATMAN,GUNEYDOGU ANADOLU BOLGESI,2021
943.98,3525.73,377.53,14.15,3496.82,8358.21,0.04,0,1760.29,0,0,1760.29,2286.39,0.01,85042,531474790.1,40.255169,40.22488,40.272636,40.238261,40.242881,40.208762,3746,2021-04-01,BAYBURT,KARADENIZ BOLGESI,2021
1685.44,11882.17,173351.41,1158.45,10315.03,198392.5,0.97,0,11420.05,0,0,11420.05,28920.25,0.11,228334,531474790.1,40.150131,29.983061,40.197617,30.013592,40.106243,29.956657,4179,2021-04-01,BILECIK,MARMARA BOLGESI,2021
1332.31,10468.95,4147.19,101.64,7237.26,23287.34,0.11,0,3590.64,0,0,3590.64,110714.05,0.42,283112,531474790.1,38.885349,40.498291,38.897963,40.525929,38.872987,40.477258,8003,2021-04-01,BINGOL,DOGU ANADOLU BOLGESI,2021
1980.5,12340.71,2481.3,142.3,11010.67,27955.48,0.14,0,4869.95,0,0,4869.95,7530.03,0.03,352277,531474790.1,38.4,42.1166667,38.453638,42.148879,38.385312,42.09384,8294,2021-04-01,BITLIS,DOGU ANADOLU BOLGESI,2021
2260.68,18222.41,50010.83,5833.52,18574.96,94902.4,0.46,0,385.53,0,0,385.53,214205.24,0.81,320014,531474790.1,40.739479,31.611561,40.758004,31.658418,40.716802,31.573324,8313,2021-04-01,BOLU,KARADENIZ BOLGESI,2021
2237.52,12930.01,48017.59,3192.47,11516.03,77893.62,0.38,0,11926.44,0,0,11926.44,5655.24,0.02,273716,531474790.1,37.726909,30.288876,37.76375,30.336662,37.691433,30.191757,7175,2021-04-01,BURDUR,AKDENIZ BOLGESI,2021
11571.96,196804.98,664323.14,6124.16,172909.48,1051733.72,5.14,0,6396.89,904.69,524.5,7826.09,945034.85,3.57,3147818,531474790.1,40.18257,29.06687,40.297194,29.211237,40.162997,28.85963,10813,2021-04-01,BURSA,MARMARA BOLGESI,2021
3662.51,38040.01,171453.38,1894.3,36283.17,251333.37,1.23,0,2082.52,0,2428.82,4511.34,2607975.46,9.84,557276,531474790.1,40.155312,26.41416,40.199462,26.457106,40.088086,26.378026,9817,2021-04-01,CANAKKALE,MARMARA BOLGESI,2021
2105.81,10066.03,29799.81,363.14,6727.23,49062.01,0.24,0,8126.76,0,0,8126.76,2316.16,0.01,196515,531474790.1,40.6,33.6166667,40.655159,33.684853,40.557709,33.596571,7542,2021-04-01,CANKIRI,IC ANADOLU BOLGESI,2021
3290.51,27491.02,22024.57,1675.91,18217.26,72699.27,0.36,0,18321.66,0,0,18321.66,25243.11,0.1,526282,531474790.1,40.5505556,34.9555556,40.609317,35.006438,40.495214,34.887634,12428,2021-04-01,CORUM,KARADENIZ BOLGESI,2021
3965.59,59072.81,162358.51,2802.14,56473.33,284672.38,1.39,0,26889.77,0,0,26889.77,765095.8,2.89,1051056,531474790.1,37.77652,29.08639,37.847366,29.188915,37.716171,28.981373,12134,2021-04-01,DENIZLI,EGE BOLGESI,2021
4609.02,79963.28,53500.7,145638,60091.48,343802.47,1.68,0,13324.21,2.56,0,13326.76,412563.55,1.56,1791373,531474790.1,37.91441,40.230629,37.976174,40.245803,37.879624,40.106159,15101,2021-04-01,DIYARBAKIR,GUNEYDOGU ANADOLU BOLGESI,2021
